showid,title,type,releaseyear,endyear,duration,genres,cast,imdbrating,numvotes,popularityrank,isadult,url
tt1183665,Cracks,Movie,2009,2009,104 min,"Drama,Mystery,Thriller","Eva Green, Juno Temple, María Valverde, Imogen Poots, Ellie Nunn",6.6,22146,8769,0,https://www.imdb.com/title/tt1183665/
tt0110613,My Girl 2,Movie,1994,1994,99 min,"Comedy,Drama,Family","Dan Aykroyd, Jamie Lee Curtis, Anna Chlumsky, Austin O'Brien, Richard Masur",5.3,22145,8770,0,https://www.imdb.com/title/tt0110613/
tt0088117,"Silent Night, Deadly Night",Movie,1984,1984,79 min,"Horror,Thriller","Lilyan Chauvin, Gilmer McCormick, Toni Nero, Robert Brian Wilson, Britt Leach",5.8,22144,8771,0,https://www.imdb.com/title/tt0088117/
tt0092605,Baby Boom,Movie,1987,1987,110 min,"Comedy,Drama,Romance","Diane Keaton, Sam Shepard, Harold Ramis, Kristina Kennedy, Michelle Kennedy",6.4,22141,8772,0,https://www.imdb.com/title/tt0092605/
tt7745956,She-Ra and the Princesses of Power,TV Show,2018,2020,30 min,"Action,Adventure,Animation","Aimee Carrero, Aimee Carrero, Aimee Carrero, Marcus Scribner, Karen Fukuhara",8.1,22139,8773,0,https://www.imdb.com/title/tt7745956/
tt0089153,Flesh+Blood,Movie,1985,1985,126 min,"Adventure,Drama","Rutger Hauer, Jennifer Jason Leigh, Tom Burlinson, Jack Thompson, Fernando Hilbeck",6.7,22139,8773,0,https://www.imdb.com/title/tt0089153/
tt0074006,"I, Claudius",Web Series,1976,1976,50 min,"Biography,Drama,History","Derek Jacobi, John Hurt, Siân Phillips, Brian Blessed, George Baker",8.8,22138,8774,0,https://www.imdb.com/title/tt0074006/
tt1661275,Their Finest,Movie,2016,2016,117 min,"Comedy,Drama,Romance","Gemma Arterton, Sam Claflin, Bill Nighy, Bill Nighy, Richard E. Grant",6.8,22138,8774,0,https://www.imdb.com/title/tt1661275/
tt0016220,The Phantom of the Opera,Movie,1925,1925,93 min,"Horror,Music","Lon Chaney, Mary Philbin, Norman Kerry, Arthur Edmund Carewe, Gibson Gowland",7.5,22135,8775,0,https://www.imdb.com/title/tt0016220/
tt1320239,Burke and Hare,Movie,2010,2010,91 min,"Comedy,Crime,History","Bill Bailey, Tom Wilkinson, Michael Smiley, Tim Curry, Paul Davis",6.1,22120,8776,0,https://www.imdb.com/title/tt1320239/
tt1068641,The Burning Plain,Movie,2008,2008,107 min,"Crime,Drama,Mystery","Charlize Theron, John Corbett, José María Yazpik, Robin Tunney, Gray Eubank",6.7,22119,8777,0,https://www.imdb.com/title/tt1068641/
tt0116259,Extreme Measures,Movie,1996,1996,118 min,"Crime,Drama,Mystery","Hugh Grant, Gene Hackman, Sarah Jessica Parker, David Morse, Bill Nunn",6.2,22118,8778,0,https://www.imdb.com/title/tt0116259/
tt4882376,First They Killed My Father,Movie,2017,2017,136 min,"Biography,Drama,History","Sareum Srey Moch, Phoeung Kompheak, Sveng Socheata, Mun Kimhak, Heng Dara",7.2,22114,8779,0,https://www.imdb.com/title/tt4882376/
tt0289830,Taken,Web Series,2002,2002,68 min,"Drama,Mystery,Sci-Fi","Dakota Fanning, Matt Frewer, Emily Bergl, Heather Donahue, Joel Gretsch",7.8,22109,8780,0,https://www.imdb.com/title/tt0289830/
tt2396431,Dear Santa,Movie,2024,2024,107 min,"Comedy,Fantasy","Jack Black, Robert Timothy Smith, Keegan-Michael Key, Brianne Howey, Hayes MacArthur",5.4,22107,8781,0,https://www.imdb.com/title/tt2396431/
tt3560084,NCIS: New Orleans,TV Show,2014,2021,43 min,"Action,Adventure,Comedy","Scott Bakula, Scott Bakula, Rob Kerkovich, CCH Pounder, CCH Pounder",6.8,22107,8781,0,https://www.imdb.com/title/tt3560084/
tt8722888,Stargirl,TV Show,2020,2022,45 min,"Action,Adventure,Crime","Brec Bassinger, Brec Bassinger, Trae Romano, Amy Smart, Luke Wilson",7.1,22102,8782,0,https://www.imdb.com/title/tt8722888/
tt1702425,Casa de mi Padre,Movie,2012,2012,84 min,"Comedy,Western","Will Ferrell, Gael García Bernal, Diego Luna, Nick Offerman, Pedro Armendáriz Jr.",5.5,22092,8783,0,https://www.imdb.com/title/tt1702425/
tt0186508,Buena Vista Social Club,Movie,1999,1999,105 min,"Documentary,Music",Wim Wenders,7.6,22088,8784,0,https://www.imdb.com/title/tt0186508/
tt6097798,Radius,Movie,2017,2017,93 min,"Drama,Horror,Mystery","Diego Klattenhoff, Charlotte Sullivan, Brett Donahue, Bradley Sawatzky, Andrea del Campo",6.2,22084,8785,0,https://www.imdb.com/title/tt6097798/
tt0027125,Top Hat,Movie,1935,1935,101 min,"Comedy,Musical,Romance","Fred Astaire, Ginger Rogers, Edward Everett Horton, Erik Rhodes, Eric Blore",7.7,22076,8786,0,https://www.imdb.com/title/tt0027125/
tt2235779,The Quiet Ones,Movie,2014,2014,98 min,"Horror,Mystery,Thriller","Jared Harris, Sam Claflin, Olivia Cooke, Erin Richards, Rory Fleck Byrne",5.1,22074,8787,0,https://www.imdb.com/title/tt2235779/
tt0156812,My Dog Skip,Movie,2000,2000,95 min,"Comedy,Drama,Family","Frankie Muniz, Kevin Bacon, Diane Lane, Luke Wilson, Mark Beech",7.0,22070,8788,0,https://www.imdb.com/title/tt0156812/
tt0373283,Saints and Soldiers,Movie,2003,2003,90 min,"Action,Drama,War","Corbin Allred, Alexander Polinsky, Kirby Heyborne, Larry Bagby, Peter Holden",6.6,22069,8789,0,https://www.imdb.com/title/tt0373283/
tt6217608,The Rider,Movie,2017,2017,104 min,"Drama,Western","Brady Jandreau, Mooney, Tim Jandreau, Lilly Jandreau, Leroy Pourier",7.4,22069,8789,0,https://www.imdb.com/title/tt6217608/
tt5221584,Aquarius,Movie,2016,2016,146 min,Drama,"Sonia Braga, Maeve Jinkings, Irandhir Santos, Humberto Carrão, Zoraide Coleto",7.4,22059,8790,0,https://www.imdb.com/title/tt5221584/
tt0328099,Malibu's Most Wanted,Movie,2003,2003,86 min,"Comedy,Crime","Jamie Kennedy, Ryan O'Neal, Blair Underwood, Taye Diggs, Anthony Anderson",5.3,22058,8791,0,https://www.imdb.com/title/tt0328099/
tt0106664,The Dark Half,Movie,1993,1993,122 min,"Horror,Mystery,Thriller","Timothy Hutton, Timothy Hutton, Patrick Brannan, Larry John Meyers, Beth Grant",6.0,22056,8792,0,https://www.imdb.com/title/tt0106664/
tt21279806,Scoop,Movie,2024,2024,102 min,"Biography,Drama","Billie Piper, Gillian Anderson, Rufus Sewell, Connor Swindells, Kate Fleetwood",6.5,22053,8793,0,https://www.imdb.com/title/tt21279806/
tt6225520,The Man Who Invented Christmas,Movie,2017,2017,104 min,"Biography,Comedy,Drama","Dan Stevens, Mark Schrier, Patrick Joseph Byrnes, Miriam Margolyes, Morfydd Clark",7.0,22051,8794,0,https://www.imdb.com/title/tt6225520/
tt0083413,Family Ties,TV Show,1982,1989,30 min,"Comedy,Drama,Family","Michael J. Fox, Michael Gross, Michael Gross, Michael Gross, Meredith Baxter",7.3,22048,8795,0,https://www.imdb.com/title/tt0083413/
tt4694544,Once Upon a Time in Venice,Movie,2017,2017,94 min,"Adventure,Comedy,Crime","Bruce Willis, John Goodman, Jason Momoa, Emily Robinson, Jessica Gomes",5.3,22041,8796,0,https://www.imdb.com/title/tt4694544/
tt11083696,Cruel Summer,TV Show,2021,ongoing,45 min,"Drama,Mystery,Thriller","Chiara Aurelia, Olivia Holt, Sadie Stanley, Lexi Underwood, Froy Gutierrez",7.4,22041,8796,0,https://www.imdb.com/title/tt11083696/
tt0077838,The Last Waltz,Movie,1978,1978,117 min,"Biography,Documentary,Music",Martin Scorsese,8.1,22040,8797,0,https://www.imdb.com/title/tt0077838/
tt0085154,All the Right Moves,Movie,1983,1983,91 min,"Drama,Romance,Sport","Tom Cruise, Lea Thompson, Craig T. Nelson, Charles Cioffi, Gary Graham",6.0,22031,8798,0,https://www.imdb.com/title/tt0085154/
tt7879820,On My Block,TV Show,2018,2021,30 min,"Comedy,Drama","Sierra Capri, Jason Genao, Brett Gray, Diego Tinoco, Jessica Marie Garcia",7.8,22031,8798,0,https://www.imdb.com/title/tt7879820/
tt6879446,Hidden Strike,Movie,2023,2023,102 min,"Action,Adventure,Comedy","Jackie Chan, John Cena, Chunrui Ma, Wenli Jiang, Jia Xu",5.4,22017,8799,0,https://www.imdb.com/title/tt6879446/
tt0079221,Gol Maal,Movie,1979,1979,120 min,"Comedy,Romance","Amol Palekar, Utpal Dutt, Bindiya Goswami, Shobha Khote, Manju Singh",8.5,22011,8800,0,https://www.imdb.com/title/tt0079221/
tt3733774,The Trust,Movie,2016,2016,92 min,"Action,Crime,Drama","Nicolas Cage, Elijah Wood, Sky Ferreira, Eric Heister, Alexandria Lee",5.5,21995,8801,0,https://www.imdb.com/title/tt3733774/
tt0072226,The Sugarland Express,Movie,1974,1974,110 min,"Crime,Drama","Goldie Hawn, Ben Johnson, Michael Sacks, William Atherton, Gregory Walcott",6.7,21992,8802,0,https://www.imdb.com/title/tt0072226/
tt2311418,Isler Güçler,TV Show,2012,2013,90 min,Comedy,"Murat Cemcir, Ahmet Kural, Sadi Celil Cengiz, Sinasi Yurtsever, Burak Satibol",8.6,21989,8803,0,https://www.imdb.com/title/tt2311418/
tt2764784,Phoenix,Movie,2014,2014,98 min,"Drama,History,Music","Nina Hoss, Ronald Zehrfeld, Nina Kunzendorf, Trystan Pütter, Michael Maertens",7.3,21986,8804,0,https://www.imdb.com/title/tt2764784/
tt10214826,Agent Sai Srinivasa Athreya,Movie,2019,2019,148 min,"Comedy,Crime,Mystery","Naveen Polishetty, Shruti Sharma, Krishneswara Rao, Suhas, Sandeep Raj",8.3,21985,8805,0,https://www.imdb.com/title/tt10214826/
tt0182629,Rurouni Kenshin,TV Show,1996,1998,24 min,"Action,Adventure,Animation","Mayo Suzukaze, Dorothy Elias-Fahn, Dorothy Elias-Fahn, Richard Cansino, Richard Cansino",8.5,21983,8806,0,https://www.imdb.com/title/tt0182629/
tt2406252,Venus in Fur,Movie,2013,2013,96 min,Drama,"Emmanuelle Seigner, Mathieu Amalric, Roman Polanski",7.1,21981,8807,0,https://www.imdb.com/title/tt2406252/
tt2176165,Another,Web Series,2012,2012,22 min,"Animation,Drama,Fantasy","Atsushi Abe, Natsumi Takamori, Tomoaki Maeno, Tomoaki Maeno, Chris Patton",7.5,21979,8808,0,https://www.imdb.com/title/tt2176165/
tt10875696,Marianne,TV Show,2019,2019,50 min,"Drama,Horror,Mystery","Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou, Bellamine Abdelmalek",7.3,21976,8809,0,https://www.imdb.com/title/tt10875696/
tt31969779,O' Romeo,Movie,2026,2026,178 min,"Action,Crime,Drama","Shahid Kapoor, Triptii Dimri, Disha Patani, Tamannaah Bhatia, Avinash Tiwary",5.6,21973,8810,0,https://www.imdb.com/title/tt31969779/
tt1839683,Awake,TV Show,2012,2012,43 min,"Drama,Fantasy,Mystery","Jason Isaacs, Laura Allen, Steve Harris, Dylan Minnette, BD Wong",7.8,21963,8811,0,https://www.imdb.com/title/tt1839683/
tt3107166,Pimp,Movie,2018,2018,86 min,"Crime,Drama,Romance","Keke Palmer, Edi Gathegi, Vanessa Morgan, Aunjanue Ellis-Taylor, Paola Lázaro",6.4,21960,8812,0,https://www.imdb.com/title/tt3107166/
tt0207275,The 10th Kingdom,Web Series,2000,2000,42 min,"Adventure,Comedy,Family","Kimberly Williams-Paisley, Scott Cohen, Dianne Wiest, Daniel Lapaine, John Larroquette",8.2,21958,8813,0,https://www.imdb.com/title/tt0207275/
tt1285482,Dead Set,Web Series,2008,2008,28 min,"Drama,Horror,Reality-TV","Paul 'Bubble' Ferguson, Jaime Winstone, Jaime Winstone, Andy Nyman, Andy Nyman",7.5,21955,8814,0,https://www.imdb.com/title/tt1285482/
tt3797512,Barb and Star Go to Vista Del Mar,Movie,2021,2021,107 min,"Comedy,Fantasy","Kristen Wiig, Kristen Wiig, Annie Mumolo, Jamie Dornan, Damon Wayans Jr.",6.3,21953,8815,0,https://www.imdb.com/title/tt3797512/
tt4110568,Dil Dhadakne Do,Movie,2015,2015,170 min,"Comedy,Drama,Romance","Anil Kapoor, Shefali Shah, Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma",7.1,21950,8816,0,https://www.imdb.com/title/tt4110568/
tt0070643,Scarecrow,Movie,1973,1973,112 min,Drama,"Gene Hackman, Al Pacino, Dorothy Tristan, Ann Wedgeworth, Richard Lynch",7.2,21949,8817,0,https://www.imdb.com/title/tt0070643/
tt0211934,Baadshah,Movie,1999,1999,175 min,"Action,Comedy,Crime","Shah Rukh Khan, Twinkle Khanna, Amrish Puri, Johny Lever, Prem Chopra",6.9,21943,8818,0,https://www.imdb.com/title/tt0211934/
tt1012804,Redbelt,Movie,2008,2008,99 min,"Drama,Sport","Chiwetel Ejiofor, Tim Allen, Emily Mortimer, Max Martini, Matt Cable",6.7,21943,8818,0,https://www.imdb.com/title/tt1012804/
tt1839654,The Magic of Belle Isle,Movie,2012,2012,109 min,"Comedy,Drama","Morgan Freeman, Virginia Madsen, Madeline Carroll, Emma Fuhrmann, Kenan Thompson",7.0,21942,8819,0,https://www.imdb.com/title/tt1839654/
tt1135092,The Limits of Control,Movie,2009,2009,116 min,"Crime,Drama,Mystery","Isaach De Bankolé, Alex Descas, Jean-François Stévenin, Óscar Jaenada, Luis Tosar",6.2,21936,8820,0,https://www.imdb.com/title/tt1135092/
tt0084329,A Midsummer Night's Sex Comedy,Movie,1982,1982,88 min,Comedy,"Woody Allen, Mia Farrow, José Ferrer, Julie Hagerty, Tony Roberts",6.6,21936,8820,0,https://www.imdb.com/title/tt0084329/
tt0124901,Thursday,Movie,1998,1998,83 min,"Action,Comedy,Crime","Thomas Jane, Aaron Eckhart, Paulina Porizkova, James Le Gros, Paula Marshall",7.1,21935,8821,0,https://www.imdb.com/title/tt0124901/
tt0050539,The Incredible Shrinking Man,Movie,1957,1957,81 min,"Horror,Sci-Fi","Grant Williams, Randy Stuart, April Kent, Paul Langton, Raymond Bailey",7.6,21926,8822,0,https://www.imdb.com/title/tt0050539/
tt0037638,Detour,Movie,1945,1945,66 min,"Crime,Drama,Film-Noir","Tom Neal, Ann Savage, Claudia Drake, Edmund MacDonald, Tim Ryan",7.3,21924,8823,0,https://www.imdb.com/title/tt0037638/
tt0131704,The Adventures of Rocky & Bullwinkle,Movie,2000,2000,92 min,"Adventure,Comedy,Family","Robert De Niro, Rene Russo, Piper Perabo, Jason Alexander, Randy Quaid",4.3,21922,8824,0,https://www.imdb.com/title/tt0131704/
tt0409184,Russian Dolls,Movie,2005,2005,125 min,"Comedy,Drama,Romance","Romain Duris, Kelly Reilly, Audrey Tautou, Cécile de France, Kevin Bishop",6.9,21922,8824,0,https://www.imdb.com/title/tt0409184/
tt0083169,Taps,Movie,1981,1981,126 min,Drama,"George C. Scott, Timothy Hutton, Ronny Cox, Sean Penn, Tom Cruise",6.8,21921,8825,0,https://www.imdb.com/title/tt0083169/
tt0158811,Muppets from Space,Movie,1999,1999,87 min,"Adventure,Comedy,Family","Dave Goelz, Dave Goelz, Dave Goelz, Steve Whitmire, Steve Whitmire",6.3,21918,8826,0,https://www.imdb.com/title/tt0158811/
tt1634121,Intruders,Movie,2011,2011,100 min,"Fantasy,Horror,Thriller","Clive Owen, Carice van Houten, Izán Corchero, Ella Purnell, Daniel Brühl",5.4,21911,8827,0,https://www.imdb.com/title/tt1634121/
tt0046126,Niagara,Movie,1953,1953,92 min,"Drama,Film-Noir,Thriller","Marilyn Monroe, Joseph Cotten, Jean Peters, Max Showalter, Denis O'Dea",7.0,21911,8827,0,https://www.imdb.com/title/tt0046126/
tt0420251,Three... Extremes,Movie,2004,2004,125 min,Horror,"Bai Ling, Lee Byung-hun, Kyôko Hasegawa, Po-Lin Lau, Tony Ka Fai Leung",6.9,21910,8828,0,https://www.imdb.com/title/tt0420251/
tt0119592,Mad City,Movie,1997,1997,115 min,"Crime,Drama,Thriller","John Travolta, Dustin Hoffman, Alan Alda, Mia Kirshner, Robert Prosky",6.3,21909,8829,0,https://www.imdb.com/title/tt0119592/
tt0057261,Lord of the Flies,Movie,1963,1963,92 min,"Adventure,Drama,Thriller","James Aubrey, Tom Chapin, Hugh Edwards, Roger Elwin, Tom Gaman",6.8,21905,8830,0,https://www.imdb.com/title/tt0057261/
tt0134067,The Rugrats Movie,Movie,1998,1998,79 min,"Adventure,Animation,Comedy","Elizabeth Daily, Christine Cavanaugh, Kath Soucie, Kath Soucie, Kath Soucie",5.9,21904,8831,0,https://www.imdb.com/title/tt0134067/
tt7160070,Along With the Gods: The Two Worlds,Movie,2017,2017,139 min,"Action,Adventure,Drama","Ha Jung-woo, Cha Tae-hyun, Ju Ji-hoon, Kim Hyang-gi, Lee Jung-jae",7.2,21904,8831,0,https://www.imdb.com/title/tt7160070/
tt1734135,Trollhunters: Tales of Arcadia,TV Show,2016,2018,23 min,"Action,Adventure,Animation","Charlie Saxton, Lexi Medrano, Kelsey Grammer, Fred Tatasciore, Fred Tatasciore",8.4,21899,8832,0,https://www.imdb.com/title/tt1734135/
tt19395018,Constellation,TV Show,2024,2024,53 min,"Sci-Fi,Thriller","Noomi Rapace, Jonathan Banks, Jonathan Banks, James D'Arcy, Rosie Coleman",6.7,21889,8833,0,https://www.imdb.com/title/tt19395018/
tt1865769,Jessie,TV Show,2011,2015,30 min,"Comedy,Drama,Family","Debby Ryan, Peyton List, Cameron Boyce, Karan Brar, Skai Jackson",6.2,21879,8834,0,https://www.imdb.com/title/tt1865769/
tt2758770,Star vs. the Forces of Evil,TV Show,2012,2019,22 min,"Action,Adventure,Animation","Eden Sher, Eden Sher, Adam McArthur, Adam McArthur, Adam McArthur",7.9,21874,8835,0,https://www.imdb.com/title/tt2758770/
tt7670212,The Golden Glove,Movie,2019,2019,115 min,"Crime,Drama,Horror","Jonas Dassler, Vasiliki Georgina Pseimada, Christine Jensen, Greta Sophie Schmidt, Tristan Göbel",6.7,21873,8836,0,https://www.imdb.com/title/tt7670212/
tt0054389,Shoot the Piano Player,Movie,1960,1960,92 min,"Crime,Drama,Thriller","Charles Aznavour, Charles Aznavour, Marie Dubois, Nicole Berger, Michèle Mercier",7.4,21871,8837,0,https://www.imdb.com/title/tt0054389/
tt0072281,The Three Musketeers,Movie,1973,1973,106 min,"Action,Adventure,Romance","Oliver Reed, Raquel Welch, Richard Chamberlain, Michael York, Frank Finlay",7.1,21868,8838,0,https://www.imdb.com/title/tt0072281/
tt1842530,Unforgettable,TV Show,2011,2016,60 min,"Crime,Drama,Mystery","Poppy Montgomery, Dylan Walsh, James Hiroyuki Liao, Jane Curtin, Dallas Roberts",6.8,21865,8839,0,https://www.imdb.com/title/tt1842530/
tt0046487,Monsieur Hulot's Holiday,Movie,1953,1953,83 min,Comedy,"Jacques Tati, Nathalie Pascaud, Micheline Rolla, Valentine Camax, Lucien Frégis",7.3,21864,8840,0,https://www.imdb.com/title/tt0046487/
tt0062376,"To Sir, with Love",Movie,1967,1967,105 min,Drama,"Sidney Poitier, Judy Geeson, Christian Roberts, Suzy Kendall, Ann Bell",7.6,21861,8841,0,https://www.imdb.com/title/tt0062376/
tt0285175,Havoc,Movie,2005,2005,85 min,"Crime,Drama","Anne Hathaway, Bijou Phillips, Shiri Appleby, Michael Biehn, Joseph Gordon-Levitt",5.4,21860,8842,0,https://www.imdb.com/title/tt0285175/
tt0112167,Sliders,TV Show,1995,2000,60 min,"Adventure,Fantasy,Sci-Fi","Jerry O'Connell, Jerry O'Connell, Sabrina Lloyd, John Rhys-Davies, John Rhys-Davies",7.4,21857,8843,0,https://www.imdb.com/title/tt0112167/
tt2011971,Monsieur Lazhar,Movie,2011,2011,95 min,"Comedy,Drama","Mohamed Fellag, Sophie Nélisse, Émilien Néron, Danielle Proulx, Marie-Ève Beauregard",7.5,21853,8844,0,https://www.imdb.com/title/tt2011971/
tt0500092,Serial Experiments Lain,Web Series,1998,1998,24 min,"Animation,Drama,Horror","Kaori Shimizu, Bridget Hoffman, Dan Lorge, Randy McPherson, Randy McPherson",8.0,21850,8845,0,https://www.imdb.com/title/tt0500092/
tt3708886,War on Everyone,Movie,2016,2016,98 min,"Action,Comedy,Crime","Alexander Skarsgård, Michael Peña, Theo James, Tessa Thompson, Caleb Landry Jones",5.8,21842,8846,0,https://www.imdb.com/title/tt3708886/
tt1654523,Night Train to Lisbon,Movie,2013,2013,111 min,"Mystery,Romance,Thriller","Jeremy Irons, Mélanie Laurent, Jack Huston, Martina Gedeck, Tom Courtenay",6.8,21839,8847,0,https://www.imdb.com/title/tt1654523/
tt11388406,Horse Girl,Movie,2020,2020,103 min,"Drama,Mystery,Thriller","Alison Brie, Molly Shannon, Goldenite, Stella Chesnut, John Ortiz",6.0,21837,8848,0,https://www.imdb.com/title/tt11388406/
tt11687002,The Outrun,Movie,2024,2024,118 min,"Biography,Drama","Saoirse Ronan, Paapa Essiedu, Nabil Elouahabi, Izuka Hoyle, Freya Evans",6.9,21833,8849,0,https://www.imdb.com/title/tt11687002/
tt2112131,Fearless 2,Movie,2012,2012,120 min,"Action,Comedy,Crime","Salman Khan, Sonakshi Sinha, Prakash Raj, Vinod Khanna, Arbaaz Khan",4.8,21833,8849,0,https://www.imdb.com/title/tt2112131/
tt0091306,Jumpin' Jack Flash,Movie,1986,1986,105 min,"Comedy,Romance,Thriller","Whoopi Goldberg, Stephen Collins, John Wood, Carol Kane, Annie Potts",6.0,21833,8849,0,https://www.imdb.com/title/tt0091306/
tt11128440,Clerks III,Movie,2022,2022,100 min,"Comedy,Drama","Brian O'Halloran, Jeff Anderson, Vincent Pereira, Mike Zapcic, Bryan Johnson",6.2,21832,8850,0,https://www.imdb.com/title/tt11128440/
tt0092948,Eddie Murphy: Raw,Movie,1987,1987,93 min,"Comedy,Documentary","Tatyana Ali, Billie Allen, Clebert Ford, Geri Gibson, Birdie M. Hale",7.6,21823,8851,0,https://www.imdb.com/title/tt0092948/
tt7621364,Black Pearl,TV Show,2017,2018,120 min,Drama,"Tolgahan Sayisman, Hande Erçel, Hande Erçel, Berk Hakman, Hüseyin Avni Danyal",7.7,21822,8852,0,https://www.imdb.com/title/tt7621364/
tt14315756,Single All the Way,Movie,2021,2021,99 min,"Comedy,Drama,Romance","Michael Urie, Philemon Chambers, Luke Macfarlane, Jennifer Coolidge, Kathy Najimy",6.2,21822,8852,0,https://www.imdb.com/title/tt14315756/
tt17513352,Twenty Five Twenty One,Web Series,2022,2022,70 min,"Drama,Romance","Kim Tae-ri, Nam Joo-hyuk, Kim Ji-yeon, Choi Hyun-wook, Lee Joo-myung",8.6,21822,8852,0,https://www.imdb.com/title/tt17513352/
tt0120701,Holy Man,Movie,1998,1998,114 min,"Comedy,Drama","Eddie Murphy, Jeff Goldblum, Kelly Preston, Robert Loggia, Jon Cryer",5.0,21818,8853,0,https://www.imdb.com/title/tt0120701/
tt0279778,Divine Secrets of the Ya-Ya Sisterhood,Movie,2002,2002,116 min,Drama,"Sandra Bullock, Ellen Burstyn, Fionnula Flanagan, James Garner, Cherry Jones",6.1,21817,8854,0,https://www.imdb.com/title/tt0279778/
tt0105699,Unlawful Entry,Movie,1992,1992,111 min,"Crime,Drama,Thriller","Kurt Russell, Ray Liotta, Madeleine Stowe, Roger E. Mosley, Ken Lerner",6.4,21805,8855,0,https://www.imdb.com/title/tt0105699/
tt0112022,JAG,TV Show,1995,2005,60 min,"Action,Crime,Drama","David James Elliott, David James Elliott, Catherine Bell, Catherine Bell, Catherine Bell",6.7,21804,8856,0,https://www.imdb.com/title/tt0112022/
tt15432016,Devil in Ohio,Web Series,2022,2022,45 min,"Drama,Horror,Mystery","Emily Deschanel, Sam Jaeger, Gerardo Celasco, Madeleine Arthur, Xaria Dotson",5.9,21800,8857,0,https://www.imdb.com/title/tt15432016/
tt13655456,True Story,Web Series,2021,2021,37 min,"Crime,Drama,Thriller","Kevin Hart, Wesley Snipes, William Catlett, Paul Adelstein, Lauren London",7.4,21793,8858,0,https://www.imdb.com/title/tt13655456/
tt0308208,Ballistic: Ecks vs. Sever,Movie,2002,2002,91 min,"Action,Crime,Mystery","Antonio Banderas, Lucy Liu, Talisa Soto, Talisa Soto, Gregg Henry",3.7,21788,8859,0,https://www.imdb.com/title/tt0308208/
tt14561712,La Chimera,Movie,2023,2023,131 min,"Adventure,Comedy,Drama","Josh O'Connor, Carol Duarte, Vincenzo Nemolato, Isabella Rossellini, Alba Rohrwacher",7.3,21787,8860,0,https://www.imdb.com/title/tt14561712/
tt0345061,Code 46,Movie,2003,2003,93 min,"Drama,Romance,Sci-Fi","Tim Robbins, Samantha Morton, Om Puri, Togo Igawa, Nabil Elouahabi",6.1,21784,8861,0,https://www.imdb.com/title/tt0345061/
tt32536315,Blue Moon,Movie,2025,2025,100 min,"Biography,Comedy,Drama","Ethan Hawke, Bobby Cannavale, Andrew Scott, Margaret Qualley, Patrick Kennedy",6.8,21781,8862,0,https://www.imdb.com/title/tt32536315/
tt13391710,Jana Gana Mana,Movie,2022,2022,162 min,"Drama,Thriller","Prithviraj Sukumaran, Suraj Venjaramoodu, Mamta Mohandas, Mammootty, Vincy Aloshious",8.3,21775,8863,0,https://www.imdb.com/title/tt13391710/
tt3704538,V/H/S Viral,Movie,2014,2014,81 min,"Action,Adventure,Fantasy","Patrick Lawrie, Emilia Ares, Celia K. Milius, Steve Berens, Garrett Bales",4.2,21773,8864,0,https://www.imdb.com/title/tt3704538/
tt0416185,Resurrecting the Champ,Movie,2007,2007,112 min,"Drama,Sport","Samuel L. Jackson, Josh Hartnett, Kathryn Morris, Dakota Goyo, Alan Alda",6.7,21773,8864,0,https://www.imdb.com/title/tt0416185/
tt0059825,The Train,Movie,1964,1964,133 min,"Action,Thriller,War","Burt Lancaster, Paul Scofield, Jeanne Moreau, Suzanne Flon, Michel Simon",7.8,21770,8865,0,https://www.imdb.com/title/tt0059825/
tt9172422,La belle époque,Movie,2019,2019,115 min,"Comedy,Drama,Fantasy","Daniel Auteuil, Guillaume Canet, Doria Tillier, Fanny Ardant, Pierre Arditi",7.4,21767,8866,0,https://www.imdb.com/title/tt9172422/
tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Movie,2016,2016,96 min,"Action,Adventure,Drama","Donnie Yen, Michelle Yeoh, Harry Shum Jr., Natasha Liu Bordizzo, Jason Scott Lee",6.1,21765,8867,0,https://www.imdb.com/title/tt2652118/
tt1742650,I Don't Know How She Does It,Movie,2011,2011,89 min,"Comedy,Family,Romance","Sarah Jessica Parker, Pierce Brosnan, Kelsey Grammer, Greg Kinnear, Christina Hendricks",5.0,21762,8868,0,https://www.imdb.com/title/tt1742650/
tt6461726,A.P. Bio,TV Show,2018,2021,21 min,Comedy,"Glenn Howerton, Lyric Lewis, Mary Sohn, Jean Villepique, Patton Oswalt",7.4,21762,8868,0,https://www.imdb.com/title/tt6461726/
tt10333426,Bliss,Movie,2021,2021,103 min,"Drama,Romance,Sci-Fi","Owen Wilson, Salma Hayek, Nesta Cooper, Jorge Lendeborg Jr., Ronny Chieng",5.4,21761,8869,0,https://www.imdb.com/title/tt10333426/
tt31392609,How to Make Millions Before Grandma Dies,Movie,2024,2024,125 min,"Comedy,Drama,Family","Putthipong Assaratanakul, Usha Seamkhum, Sanya Kunakorn, Jear Sarinrat Thomas, Pongsatorn Jongwilas",7.9,21760,8870,0,https://www.imdb.com/title/tt31392609/
tt0790623,Meet Bill,Movie,2007,2007,93 min,"Comedy,Drama","Aaron Eckhart, Jessica Alba, Logan Lerman, Elizabeth Banks, Holmes Osborne",6.2,21747,8871,0,https://www.imdb.com/title/tt0790623/
